Street #,Street Name,Street Type,Parcel #,Record #,Record Type,Status,Filed Date,Status Date,Description,Related Records,Balance,Created By
872,WARFIELD,AVE,011 084101700,SS110706,Soft Story,Expired,5/25/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
830,60TH,ST,015 135201200,SS110695,Soft Story,Expired,5/24/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
211,8TH,ST,001 017901700,SS110701,Soft Story,Expired,5/24/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,78.6,
1100,BELLA VISTA,AVE,023 039101900,SS110696,Soft Story,Expired,5/24/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2550,COURTLAND,AVE,036 242302801,SS110697,Soft Story,Expired,5/24/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1905,E 19TH,ST,020 021000100,SS110698,Soft Story,Expired,5/24/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1438,LAKESHORE,AVE,020 012903200,SS110699,Soft Story,Expired,5/24/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
690,MARIPOSA,AVE,010 083003200,SS110700,Soft Story,Expired,5/24/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
2332,FOOTHILL,BLVD,020 020300700,SS110694,Soft Story,Expired,5/23/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
220,GRAND,AVE,010 077001000,SS110691,Soft Story,Expired,5/23/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
33,HOME PLACE EAST,,023 040302001,SS110693,Soft Story,Expired,5/23/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
3811,OPAL,ST,012 097801900,SS110692,Soft Story,Expired,5/23/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
540,ALCATRAZ,AVE,016 142404200,SS110690,Soft Story,Expired,5/20/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
1740,35TH,AVE,033 212802100,SS110687,Soft Story,Expired,5/19/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1831,38TH,AVE,033 213503900,SS110686,Soft Story,Expired,5/19/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2010,57TH,AVE,038 323706000,SS110684,Soft Story,Expired,5/19/11,1/17/12,"Level 1 screening for 2 story,9 unit apt.bldg.in rear of lot , only 2 parking spaces on bottom floor of bldg. (E)SFD in front of lot is #2016.",,0,
405,BELLEVUE,AVE,010 077800200,SS110683,Soft Story,Expired,5/19/11,1/17/12,Level 1 screening for open front & side gargage.,,0,
5825,KEITH,AVE,048A705302900,SS110685,Soft Story,Expired,5/19/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
226,ORANGE,ST,010 079505001,SS110681,Soft Story,Expired,5/19/11,1/17/12,Level 1 screening for open front parking garage,,0,
230,ORANGE,ST,010 079505101,SS110682,Soft Story,Expired,5/19/11,1/17/12,Level 1 screening for open front gargage.,,0,
859,VERMONT,ST,011 084300900,SS110689,Soft Story,Expired,5/19/11,1/17/12,EXEMPTED - CONSTRUCTED AFTER BUILDING CODE CUT-OFF DATE,,0,
684,W MACARTHUR,BLVD,012 096401200,SS110688,Soft Story,Expired,5/19/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
9301,BANCROFT,AVE,046 547001603,SS110678,Soft Story,Expired,5/18/11,1/17/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
2945,MCCLURE,ST,009 069900504,SS110677,Soft Story,Expired,5/18/11,1/17/12,"Level 1 screening for a 4 story, 24 unit apt.bldg.w/parking below.",,0,
9700,MOUNTAIN,BLVD,043A467603102,SS110679,Soft Story,Expired,5/18/11,1/17/12,"Level 1 screening for a 4 story, 19 unit apt. bldg.w/parking below.",,0,
1818,ROSEDALE,AVE,033 215101800,SS110680,Soft Story,Expired,5/18/11,1/17/12,EXEMPTED - HAS LESS THAN 5 RESIDENTIAL UNITS,,0,
1666,34TH,AVE,033 212602001,SS110676,Soft Story,Expired,5/17/11,1/17/12,soft story level one screening,,0,
373,EUCLID,AVE,010 078400800,SS110675,Soft Story,Expired,5/17/11,1/17/12,soft story level one screening,,0,
3060,LOGAN,ST,026 076801600,SS110674,Soft Story,Expired,5/17/11,1/17/12,level one soft story screening,,0,
1827,41ST,AVE,033 215100700,SS110672,Soft Story,Expired,5/16/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1422,44TH,AVE,035 235601702,SS110673,Soft Story,Expired,5/16/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2066,HIGH,ST,032 204700500,SS110671,Soft Story,Expired,5/16/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
478,CAPITAL,ST,023 041701000,SS110670,Soft Story,Expired,5/14/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
4231,HOWE,ST,013 111401200,SS110669,Soft Story,Expired,5/14/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
1460,ALICE,ST,008 062702600,SS110668,Soft Story,Expired,5/13/11,1/17/12,Level 1 screening.,,0,
1440,12TH,AVE,020 014101300,SS110666,Soft Story,Expired,5/12/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1011,33RD,AVE,033 219300801,SS110665,Soft Story,Expired,5/12/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
5321,BRYANT,AVE,014 124905600,SS110664,Soft Story,Expired,5/12/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
4901,CLARKE,ST,013 115201000,SS110667,Soft Story,Expired,5/12/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
515,MERRITT,AVE,023 041901300,SS110663,Soft Story,Expired,5/12/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
185,15TH,ST,008 062800200,SS110661,Soft Story,Expired,5/11/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
1507,4TH,AVE,020 017901000,SS110659,Soft Story,Expired,5/11/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
257,ATHOL,AVE,021 022801200,SS110662,Soft Story,Expired,5/11/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
351,HANOVER,AVE,022 030901001,SS110660,Soft Story,Expired,5/11/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
3843,HOWE,ST,012 098501300,SS110657,Soft Story,Expired,5/11/11,1/17/12,EXEMPTED - VOLUNTARY SEISMIC UPGRADE UNDER PERMIT B1003753,,0,
339,LESTER,AVE,021 022702601,SS110658,Soft Story,Expired,5/11/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
169,SANTA ROSA,AVE,010 081702800,SS110656,Soft Story,Expired,5/11/11,1/17/12,"Level 1 screening for a 4 story, 22 unit apt. bldg.w/parking below.",,0,
1654,25TH,AVE,025 073404200,SS110647,Soft Story,Expired,5/10/11,1/17/12,"Level 1 screening for a 3 story, 12 unit apt.bldg. w/parking below.",,0,
1534,29TH,AVE,025 071600700,SS110650,Soft Story,Expired,5/10/11,1/17/12,"Level 1 screening for 3 story, 14 unit apt. bldg. w/parking below.",,0,
1544,38TH,AVE,033 213804200,SS110648,Soft Story,Expired,5/10/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2043,7TH,AVE,021 027500100,SS110653,Soft Story,Expired,5/10/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
427,E 17TH,ST,020 018500300,SS110652,Soft Story,Expired,5/10/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
320,EUCLID,AVE,010 078504300,SS110651,Soft Story,Expired,5/10/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
1906,JACKSON,ST,008 063300100,SS110646,Soft Story,Expired,5/10/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
420,PERKINS,ST,010 077701201,SS110649,Soft Story,Expired,5/10/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
847,VERMONT,ST,011 084301100,SS110654,Soft Story,Expired,5/10/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
853,VERMONT,ST,011 084301000,SS110655,Soft Story,Expired,5/10/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
1541,50TH,AVE,035 236100700,SS110639,Soft Story,Expired,5/9/11,1/17/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
3300,66TH,AVE,037A275302700,SS110645,Soft Story,Expired,5/9/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
886,CLEVELAND,ST,023 040401600,SS110643,Soft Story,Expired,5/9/11,1/17/12,"LEVEL 1 SCREENING REQUIRED FOR SIGNIFICANT SLOPE, FEE NOT REQUIRED",,0,
270,EUCLID,AVE,010 078505102,SS110641,Soft Story,Expired,5/9/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
364,HANOVER,AVE,021 022701300,SS110642,Soft Story,Expired,5/9/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
375,PERKINS,ST,010 077402000,SS110638,Soft Story,Expired,5/9/11,1/17/12,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
330,VAN BUREN,AVE,010 077402100,SS110640,Soft Story,Expired,5/9/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
262,VERNON,ST,010 079602100,SS110644,Soft Story,Expired,5/9/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,0,
2034,10TH,AVE,021 026801600,SS110630,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
2412,35TH,AVE,032 210802802,SS110629,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
1035,76TH,AVE,041 414200900,SS110631,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
1846,8TH,AVE,021 023401901,SS110633,Soft Story,Expired,5/8/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,78.6,
3061,CURRAN,AVE,027 086201501,SS110632,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
287,EUCLID,AVE,010 078700200,SS110635,Soft Story,Expired,5/8/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,78.6,
325,EUCLID,AVE,010 078600300,SS110634,Soft Story,Expired,5/8/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,78.6,
807,JACKSON,ST,001 017900500,SS110626,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
601,JEAN,ST,010 083201600,SS110627,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
7916,NEY,AVE,040A342003600,SS110628,Soft Story,Expired,5/8/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
3011,SCHOOL,ST,027 086100200,SS110637,Soft Story,Expired,5/8/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,78.6,
5847,TRASK,ST,038 324200502,SS110636,Soft Story,Expired,5/8/11,1/17/12,LEVEL 1 SCREENING REQUIRED,,78.6,
3502,BROOKDALE,AVE,032 206800104,SS110620,Soft Story,Expired,5/6/11,1/17/12,level one soft story screening,,0,
633,CLEVELAND,ST,023 041000600,SS110624,Soft Story,Expired,5/6/11,1/17/12,"Level 1 screening for a 3 story, 12 unit apt. bldg.w/parking below.",,0,
118,ECHO,AVE,013 111902400,SS110623,Soft Story,Expired,5/6/11,1/17/12,level one soft story screening at street frontage bldg,,0,
69,GLEN,AVE,012 098702000,SS110621,Soft Story,Expired,5/6/11,1/17/12,soft story level one screening,,0,
81,GLEN,AVE,012 098704200,SS110622,Soft Story,Expired,5/6/11,1/17/12,soft story level one screening,,0,
7868,MACARTHUR,BLVD,040A342101001,SS110625,Soft Story,Expired,5/6/11,1/17/12,"Level 1 screening for a 3 story, 13 unit apt.bldg. w/parking below.",,0,
1433,11TH,AVE,020 013900700,SS110618,Soft Story,Expired,5/5/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
457,40TH,ST,012 097200300,SS110614,Soft Story,Expired,5/5/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
466,41ST,ST,012 101004100,SS110615,Soft Story,Expired,5/5/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
211,ATHOL,AVE,021 022802100,SS110612,Soft Story,Expired,5/5/11,1/17/12,"Level 1 screening for a 2 story, 8 unit apt. bldg. w/parking below.",,0,
2600,INTERNATIONAL,BLVD,025 071001000,SS110613,Soft Story,Expired,5/5/11,1/17/12,Screening exempt per Engineer.,,0,
2276,MACARTHUR,BLVD,029A130401200,SS110617,Soft Story,Expired,5/5/11,1/17/12,EXEMPTED - ENGINEERING DETERMINATION,,0,
3026,NICOL,AVE,027 085603500,SS110616,Soft Story,Expired,5/5/11,1/17/12,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
445,OAKLAND,AVE,010 081002604,SS110619,Soft Story,Expired,5/5/11,1/17/12,EXEMPTED - LESS THAN 5 RESIDENTIAL UNITS,,0,
1733,16TH,AVE,020 021200700,SS110610,Soft Story,Expired,5/4/11,12/1/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
600,22ND,ST,008 065901400,SS110607,Soft Story,Expired,5/4/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
1630,3RD,AVE,020 018401400,SS110608,Soft Story,Expired,5/4/11,12/1/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
715,40TH,ST,012 096202700,SS110611,Soft Story,Expired,5/4/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
750,RAND,AVE,011 083803700,SS110609,Soft Story,Expired,5/4/11,12/1/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
145,MONTE CRESTA,AVE,012 098705004,SS110606,Soft Story,Withdraw,5/3/11,6/12/11,EXEMPTED - ENGINEERING DETERMINATION LETTER,,0,
2900,14TH,AVE,022 036702101,SS110600,Soft Story,Expired,5/2/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
1952,35TH,AVE,032 211602800,SS110594,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
439,49TH,ST,013 114900400,SS110603,Soft Story,Expired,5/2/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
3422,ANDOVER,ST,009 073401401,SS110601,Soft Story,Expired,5/2/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
5390,BROADWAY,,048A703500100,SS110597,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
3726,GRAND,AVE,011 085302200,SS110593,Soft Story,Expired,5/2/11,12/1/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3549,LAKESHORE,AVE,011 083900600,SS110599,Soft Story,Expired,5/2/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
265,LEE,ST,010 077300300,SS110604,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
570,MIRA VISTA,AVE,010 082705501,SS110602,Soft Story,Expired,5/2/11,12/1/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
3000,NICOL,AVE,027 085603803,SS110605,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
641,OAKLAND,AVE,010 081500304,SS110595,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
5964,RACINE,ST,015 138301101,SS110598,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
268,VERNON,ST,010 079602200,SS110596,Soft Story,Expired,5/2/11,12/1/11,LEVEL 1 SCREENING REQUIRED,,0,
3743,39TH,AVE,030 192000300,SS110592,Soft Story,Expired,4/29/11,12/1/11,"Level 1 screening for a 2 story, 9 unit apt. bldg. w/parking below.",,0,
1811,6TH,AVE,021 023100900,SS110590,Soft Story,Expired,4/26/11,12/1/11,"Level 1 screening for 2 story, 13 unit apt. bldg. w/parking below.",,0,
1937,E 26TH,ST,022 034902800,SS110589,Soft Story,Expired,4/26/11,12/1/11,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below in rear.",,0,
232,FOOTHILL,BLVD,020 018300400,SS110591,Soft Story,Expired,4/26/11,12/1/11,Soft-story screening program - exemption due to no garage or commercial space on ground floor.,,0,
2000,LINDEN,ST,005 040803303,SS110587,Soft Story,Expired,4/26/11,12/1/11,"Level 1 screening for a 2 story, 22 unit apt.bldg. w/parking below.",,0,
539,MERRITT,AVE,023 041900900,SS110588,Soft Story,Expired,4/26/11,12/1/11,"Level 1 screening for a 4 story, 5 unit apt. bldg. w/parking below.",,0,
1507,28TH,AVE,025 071300800,SS110586,Soft Story,Expired,4/25/11,12/1/11,Type 1 screening,,0,
9825,MACARTHUR,BLVD,046 549000700,SS110585,Soft Story,Expired,4/22/11,10/31/11,Soft-story seismic screening - Level 1.,,0,
9309,BANCROFT,AVE,046 547000500,SS110584,Soft Story,Expired,4/21/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
3225,BEAUMONT,AVE,022 038001200,SS110581,Soft Story,Expired,4/21/11,10/31/11,"Level 1 screening for 2 story, 5 unit apt. bldg. w/parking below.",,0,
5351,BELGRAVE,PL,048A703405300,SS110579,Soft Story,Expired,4/21/11,10/31/11,Level 1 screening for 9 condo units in a 3 story bldg. with parking below.,,0,
4015,HOWE,ST,012 099601700,SS110582,Soft Story,Expired,4/21/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
3801,LINCOLN,AVE,029A130500800,SS110578,Soft Story,Expired,4/21/11,10/31/11,"Level 1 screening for a 2 story, 6 unit apt. bldg. w/parking below.",,0,
1985,PLEASANT VALLEY,AVE,013 113401400,SS110577,Soft Story,Expired,4/21/11,10/31/11,soft story level one screening,,0,
6121,SHATTUCK,AVE,015 136100206,SS110583,Soft Story,Expired,4/21/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
359,VERNON,ST,010 079101902,SS110580,Soft Story,Expired,4/21/11,10/31/11,"Level 1 screening for 3 story, 8 unit apt. bldg. w/parking below.",,0,
164,11TH,ST,002 008100600,SS110566,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
744,58TH,ST,015 135901300,SS110573,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - LESS THAN 5 RESIDENTIAL UNITS,,0,
152,9TH,ST,002 008302300,SS110574,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1449,ALICE,ST,008 062601500,SS110568,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
688,BEACON,ST,023 041802101,SS110575,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
685,CARY,AVE,045 536700501,SS110567,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
5920,COLLEGE,AVE,014 126605900,SS110572,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
3077,CURRAN,AVE,027 086201300,SS110576,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
626,EL DORADO,AVE,010 081403400,SS110571,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
347,HADDON,RD,022 030600100,SS110570,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - LESS THAN 5 RESIDENTIAL UNITS,,0,
900,JACKSON,ST,002 008302700,SS110569,Soft Story,Expired,4/20/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
1130,30TH,ST,005 046401600,SS110563,Soft Story,Expired,4/19/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1547,36TH,AVE,033 213000200,SS110562,Soft Story,Expired,4/19/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
201,ATHOL,AVE,021 022802301,SS110565,Soft Story,Expired,4/19/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
270,WAYNE,AVE,021 022602600,SS110564,Soft Story,Expired,4/19/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
1719,39TH,AVE,,SS110557,Soft Story,Expired,4/18/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2710,9TH,AVE,022 034203600,SS110559,Soft Story,Expired,4/18/11,10/31/11,"Level 1 screening for 2 story, 12 unit apt. bldg. w/parking below.",,0,
926,E 17TH,ST,020 021701100,SS110558,Soft Story,Expired,4/18/11,10/31/11,"Level 1 screening for 3 story, 12 unit apt. bldg. w/parking below.",,0,
721,E 19TH,ST,021 023300101,SS110561,Soft Story,Expired,4/18/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
137,MONTECITO,AVE,010 076901200,SS110560,Soft Story,Expired,4/18/11,10/31/11,"Level 1 screening for a 4 story, 15 unit apt.bldg. w/parking below.",,0,
2100,51ST,AVE,036 242001100,SS110555,Soft Story,Expired,4/16/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
1929,7TH,AVE,021 027400300,SS110554,Soft Story,Expired,4/16/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
1532,8TH,AVE,020 017401900,SS110553,Soft Story,Expired,4/16/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
410,BELLEVUE,AVE,010 077902401,SS110552,Soft Story,Expired,4/16/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
4118,BROADWAY,,012 099901500,SS110556,Soft Story,Expired,4/16/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
1922,E 20TH,ST,021 025501500,SS110548,Soft Story,Expired,4/16/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
2140,LAKESHORE,AVE,023 041200702,SS110551,Soft Story,Expired,4/16/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
723,MADISON,ST,001 017701100,SS110550,Soft Story,Expired,4/16/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3465,RICHMOND,BLVD,009 073104701,SS110549,Soft Story,Expired,4/16/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
3149,BROOKDALE,AVE,027 087001600,SS110546,Soft Story,Expired,4/15/11,10/31/11,Soft-Story Seismic Screening Program - Level 1 Screening.,,0,
604,BROOKLYN,AVE,023 041003100,SS110547,Soft Story,Expired,4/15/11,10/31/11,"Level 1 screening for 3 story, 8 unit apt. bldg w/parking below.",,0,
949,41ST,ST,012 102102301,SS110542,Soft Story,Expired,4/14/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1715,BRUSH,ST,003 005500702,SS110545,Soft Story,Expired,4/14/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
3805,CLARKE,ST,012 097001700,SS110544,Soft Story,Expired,4/14/11,10/31/11,EXEMPTED - LESS THAN 5 RESIDENTIAL UNITS,,0,
317,LEE,ST,010 077301103,SS110541,Soft Story,Expired,4/14/11,10/31/11,"Level 1 screening for 3 story, 6 unit apt.bldg.w/parking below.",,0,
3042,MACARTHUR,BLVD,028 093902205,SS110543,Soft Story,Expired,4/14/11,10/31/11,EXEMPTED - LESS THAN 5 RESIDENTIAL UNITS,,0,
1911,E 25TH,ST,022 032802300,SS110539,Soft Story,Expired,4/13/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
271,SANTA CLARA,AVE,010 082101300,SS110540,Soft Story,Expired,4/13/11,10/31/11,LEVEL 1 SCREENING for significant slope,,0,
2656,38TH,AVE,032 206302700,SS110538,Soft Story,Expired,4/12/11,10/31/11,"Level 1 screening for 2 story, 5 unit apt.bldg.w/parking below.",,0,
109,MONTE CRESTA,AVE,012 098704000,SS110537,Soft Story,Expired,4/12/11,10/31/11,"Level 1 screening for 3 story, 13 unit apt. bldg.w/parking below.",,0,
2210,10TH,AVE,022 030201000,SS110529,Soft Story,Expired,4/11/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
646,16TH,ST,003 006103600,SS110530,Soft Story,Expired,4/11/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
2138,19TH,AVE,021 029002601,SS110536,Soft Story,Expired,4/11/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
2937,BROOKDALE,AVE,027 085302300,SS110533,Soft Story,Expired,4/11/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
1930,E 27TH,ST,022 036301400,SS110531,Soft Story,Expired,4/11/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
1074,E 33RD,ST,023 039401200,SS110534,Soft Story,Expired,4/11/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
2867,MACARTHUR,BLVD,028 091603200,SS110535,Soft Story,Expired,4/11/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
590,MERRITT,AVE,023 042000100,SS110532,Soft Story,Expired,4/11/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
154,10TH,ST,002 008300900,SS110527,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
1810,E 25TH,ST,022 035301601,SS110525,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
33,ECHO,AVE,012 099000500,SS110521,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
6015,HERZOG,ST,015 133700901,SS110523,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
6025,HERZOG,ST,015 133700903,SS110524,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - NO LARGE OPENINGS ON GROUND LEVEL,,0,
634,OAKLAND,AVE,010 081601700,SS110522,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
3001,RICHMOND,BLVD,009 070302400,SS110528,Soft Story,Expired,4/7/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
1010,WALKER,AVE,011 085201900,SS110526,Soft Story,Expired,4/7/11,10/31/11,EXEMPTED - PREVIOUS RETROFIT UNDER PERMIT B0300838,,0,
518,E 22ND,ST,022 030502001,SS110519,Soft Story,Expired,4/6/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
328,HANOVER,AVE,021 022700500,SS110518,Soft Story,Expired,4/6/11,10/31/11,LEVEL 1 SCREENING REQUIRED,,0,
3792,HARRISON,ST,010 081501500,SS110517,Soft Story,Expired,4/6/11,10/31/11,EXEMPTED - ENGINEERING DETERMINATION,,0,
